name,photo_light,light_type,lighting,background_type,image_sharpness,background_sharpness,view,object_view,multiplicity,object_shot,light_source,environment_busyness,environment,water,sky,object_background,stands_on,structures,natural_environment,,location,time,weather,object_property_1,object_property_2,object_property_3,object_property_4,object_property_5,activity,action,age,age_of_living,airplane_type,bicycle_type,bird_type,boat_type,bottle_type,bus_type,car_type,chair_type,motorbike_type,plant_type,train_type,monitor_type,human_emotion
2009_020219,overexposed,natural,uniform,artificial,sharp,sharp,detail,side,single,partial,diffuse,vacant,buildings,no,none,different,,single_building,,neutral,outside,day,clear,,soft,fuzzy,has_hair,multi_color,standing,leisure,,young,,,,,,,,,,,,,neutral
2009_020309,normal,artificial,shadows,artificial,sharp,sharp,detail,side,multiple,partial,point,busy,buildings,no,none,different,,single_building,,neutral,outside,night,,,soft,smooth,,multi_color,standing,,old,,,,,,,,,,,,,,
2009_020318,normal,natural,uniform,artificial,fuzzy,fuzzy,close,side,multiple,partial,diffuse,vacant,buildings,no,none,different,,single_building,,neutral,outside,evening,clear,has_wings,soft,fuzzy,has_feathers,multi_color,standing,,,,,,wild,,,,,,,,,,
2009_020335,normal,natural,uniform,natural,sharp,sharp,middle,back,single,partial,diffuse,vacant,,no,gray,different,road,urban,,neutral,outside,evening,clear,has_wheels,hard,smooth,,single_color,parked,,historical,,,,,,,,sedan,,,,,,
2009_020391,normal,artificial,uniform,artificial,sharp,sharp,middle,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,new,,,,,,,,,table,,,,,
2009_020412,normal,natural,uniform,natural,sharp,fuzzy,close,side,multiple,full,diffuse,vacant,grass,no,gray,similar,natural,rural,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,walking,,,young,,,,,,,,,,,,,
2009_020418,normal,natural,uniform,artificial,sharp,fuzzy,close,front,single,partial,point,vacant,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,has_hair,multi_color,sitting,leisure,,old,,,,,,,,,,,,,neutral
2009_020421,normal,natural,uniform,natural,sharp,sharp,far,side,multiple,partial,diffuse,busy,,yes,gray,different,water,,beach,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,standing,leisure,,young,,,,,,,,,,,,,
2009_020426,overexposed,natural,shadows,artificial,sharp,sharp,middle,front,multiple,partial,point,busy,,no,sunny,similar,,urban,,neutral,inside,day,clear,has_wheels,hard,sharp,,multi_color,parked,,old,,,,,,,city,,,,,,,
2009_020455,overexposed,natural,uniform,artificial,fuzzy,fuzzy,far,front,multiple,partial,diffuse,vacant,trees,no,sunny,different,road,urban,,neutral,outside,day,clear,,soft,fuzzy,has_hair,multi_color,driving,,,middle,,,,,,,,,,,,,neutral
2009_020457,overexposed,natural,uniform,artificial,sharp,sharp,middle,side,single,partial,diffuse,vacant,buildings,no,sunny,different,road,urban,,neutral,outside,day,clear,has_wheels,hard,smooth,,single_color,driving,,contemporary,,,,,,,,sedan,,,,,,
2009_020469,normal,natural,uniform,artificial,fuzzy,fuzzy,close,side,multiple,partial,diffuse,busy,buildings,yes,blue,similar,water,single_building,,neutral,outside,day,,,hard,smooth,,multi_color,anchored,,new,,,,,cruise,,,,,,,,,
2009_020488,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,point,vacant,,no,none,different,,,,neutral,inside,day,,,soft,smooth,,multi_color,laying,,,,,,,,,,,,,,,tv,
2009_020573,normal,artificial,uniform,artificial,sharp,sharp,detail,side,single,full,diffuse,vacant,buildings,no,cloudy,similar,road,urban,,neutral,outside,day,clear,,hard,smooth,,multi_color,,,new,,,,,,water,,,,,,,,
2009_020641,normal,natural,uniform,natural,sharp,fuzzy,middle,back,multiple,partial,diffuse,busy,grass,no,blue,different,natural,rural,fields,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,laying,,,middle,,,,,,,,,,,,,
2009_020664,normal,natural,uniform,natural,fuzzy,fuzzy,detail,back,multiple,full,diffuse,vacant,trees,no,none,different,natural,,forest,neutral,outside,day,clear,has_wings,soft,fuzzy,has_feathers,multi_color,standing,,,,,,wild,,,,,,,,,,
2009_020675,normal,natural,uniform,natural,sharp,sharp,close,front,multiple,full,diffuse,busy,grass,no,none,different,natural,rural,,neutral,outside,day,clear,,soft,fuzzy,has_fur,single_color,standing,,,young,,,,,,,,,,,,,
2009_020704,underexposed,artificial,shadows,artificial,sharp,sharp,far,front,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,,,,,,,,,,,,,,computer,
2009_020727,normal,natural,uniform,natural,sharp,fuzzy,middle,side,single,full,diffuse,vacant,grass,no,none,similar,,,,neutral,outside,day,clear,has_legs,soft,smooth,,multi_color,riding,sport,,middle,,,,,,,,,,,,,
2009_020730,normal,natural,uniform,artificial,sharp,fuzzy,middle,side,single,full,diffuse,vacant,,no,none,similar,road,,,neutral,outside,day,clear,has_legs,hard,smooth,,multi_color,driving,sport,,,,,,,,,,,,,,,
2009_020771,normal,natural,uniform,natural,sharp,fuzzy,detail,back,multiple,partial,diffuse,busy,grass,no,none,similar,natural,rural,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_020825,normal,natural,shadows,artificial,sharp,sharp,far,front,multiple,partial,point,busy,buildings,no,none,different,road,urban,,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,walking,leisure,,middle,,,,,,,,,,,,,
2009_020931,normal,natural,shadows,natural,sharp,sharp,middle,side,multiple,full,diffuse,vacant,trees,no,gray,different,natural,rural,fields,cold,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,eating,,,middle,,,,,,,,,,,,,
2009_020991,normal,natural,uniform,natural,sharp,fuzzy,detail,side,multiple,partial,diffuse,busy,bushes,no,none,similar,natural,,wilderness,neutral,outside,day,,has_wings,soft,fuzzy,has_feathers,multi_color,standing,,,,,,sea,,,,,,,,,,
2009_021082,normal,natural,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,busy,,no,gray,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,city,,,,,,,
2009_021215,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,,,,,,,,,,,,,,,,,
2009_021255,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,full,diffuse,busy,,no,none,similar,road,urban,,neutral,outside,day,,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,city,,,,,,,,,,,
2009_021299,overexposed,artificial,uniform,artificial,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,clear,,soft,smooth,,multi_color,,,old,,,,,,,,,armchair,,,,,
2009_021433,normal,natural,uniform,natural,sharp,fuzzy,close,front,multiple,partial,diffuse,busy,trees,no,sunny,different,road,,forest,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,riding,leisure,,middle,,,,,,,,,,,,,happy
2009_021505,normal,natural,uniform,natural,sharp,fuzzy,close,side,multiple,full,diffuse,vacant,grass,no,sunny,different,natural,,fields,neutral,outside,day,,has_legs,soft,fuzzy,has_fur,single_color,standing,,,young,,,,,,,,,,,,,
2009_021644,normal,artificial,uniform,artificial,sharp,sharp,far,front,single,partial,point,vacant,,no,none,similar,,,,neutral,inside,,,,hard,fuzzy,,single_color,standing,,,,,,,,,,,,,decorative,,,
2009_021663,normal,artificial,uniform,artificial,sharp,fuzzy,middle,side,single,full,point,vacant,,no,none,different,,,,neutral,inside,,,has_wheels,hard,smooth,,multi_color,flying,,new,,,sports,,,,,,,,,,,
2009_021718,normal,natural,uniform,artificial,fuzzy,sharp,close,front,single,partial,diffuse,vacant,buildings,no,none,different,,urban,,neutral,outside,day,,has_wheels,soft,smooth,,multi_color,,,contemporary,,,city,,,,,,,,,,,neutral
2009_021768,normal,natural,uniform,natural,sharp,fuzzy,close,top,multiple,full,diffuse,vacant,grass,no,none,similar,natural,,fields,neutral,outside,day,,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_021804,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,partial,diffuse,busy,buildings,no,blue,different,road,urban,,neutral,outside,day,clear,,hard,smooth,,multi_color,driving,,,,,,,,,city,,,,,,,
2009_021854,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,partial,diffuse,busy,,no,cloudy,different,road,urban,,neutral,outside,day,clear,,hard,smooth,,multi_color,parked,,old,,,,,,,long_trip,,,,,,,
2009_021941,normal,artificial,shadows,artificial,sharp,sharp,middle,side,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,,hard,smooth,,multi_color,parked,,contemporary,,,,,cruise,,,,,,,,,
2009_022082,normal,natural,shadows,natural,sharp,sharp,middle,side,multiple,partial,point,busy,bushes,no,blue,different,natural,,wilderness,neutral,outside,day,clear,,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2009_022094,normal,artificial,uniform,artificial,sharp,sharp,middle,front,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,day,clear,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,computer,
2009_022122,overexposed,natural,uniform,natural,sharp,fuzzy,middle,side,multiple,partial,diffuse,busy,grass,no,none,different,natural,,fields,neutral,outside,day,fog_dust,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_022165,normal,natural,uniform,artificial,sharp,fuzzy,middle,side,multiple,full,diffuse,vacant,,no,none,different,,rural,,neutral,inside,day,,has_legs,soft,fuzzy,has_fur,single_color,eating,,,,,,,,,,,,,,,,
2009_022171,normal,natural,uniform,natural,sharp,fuzzy,far,back,multiple,partial,diffuse,vacant,grass,no,cloudy,similar,natural,single_building,fields,neutral,outside,,clear,has_legs,soft,fuzzy,has_fur,spotted,standing,,,,,,,,,,,,,,,,
2009_022185,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,,,,,,,,,wine,,,,,,,,happy
2009_022221,normal,natural,uniform,natural,fuzzy,fuzzy,middle,side,multiple,partial,diffuse,vacant,trees,no,none,different,natural,,wilderness,cold,outside,day,,has_legs,soft,fuzzy,has_fur,multi_color,walking,,,middle,,,,,,,,,,,,,
2009_022238,normal,natural,uniform,artificial,sharp,sharp,far,side,single,partial,diffuse,busy,trees,no,none,different,,urban,,neutral,outside,day,,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,sedan,,,,,,
2009_022239,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,back,single,full,diffuse,vacant,buildings,no,blue,different,,urban,,neutral,outside,day,clear,has_legs,soft,fuzzy,has_hair,multi_color,walking,,,,,,,,,,,,,,,,
2009_022317,normal,natural,uniform,artificial,sharp,fuzzy,detail,front,single,partial,diffuse,vacant,,no,none,similar,road,,,neutral,outside,day,,has_legs,hard,smooth,,single_color,driving,sport,,,,,,,,,,,,,,,
2009_022346,normal,natural,uniform,artificial,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,multi_color,,,contemporary,,,,,,,,,,,,,,happy
2009_022372,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,night,,,soft,fuzzy,has_hair,multi_color,standing,leisure,,middle,,,,,,,,,,,,,happy
2009_022382,normal,artificial,shadows,artificial,sharp,sharp,close,front,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,has_legs,soft,fuzzy,has_hair,multi_color,,,,young,,,,,,,,,chopper,,,,neutral
2009_022415,normal,artificial,uniform,artificial,sharp,sharp,detail,top,single,full,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2009_022487,normal,natural,shadows,artificial,sharp,sharp,close,front,multiple,partial,point,busy,trees,no,none,similar,,,,neutral,inside,day,clear,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2009_022549,normal,natural,shadows,natural,sharp,sharp,close,side,multiple,full,diffuse,vacant,grass,no,none,different,natural,,fields,neutral,outside,day,,has_legs,soft,smooth,has_fur,single_color,walking,,,young,,,,,,,,,,,,,
2009_022571,underexposed,natural,shadows,artificial,sharp,sharp,middle,side,multiple,full,point,vacant,,no,sunny,different,,,,neutral,inside,day,,,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2009_022573,normal,artificial,uniform,artificial,sharp,sharp,middle,front,single,full,point,vacant,,no,none,different,,,,neutral,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,liquor,,,,,,,tv,
2009_022584,normal,natural,shadows,artificial,sharp,sharp,far,bottom,multiple,full,diffuse,vacant,buildings,no,none,different,,urban,,neutral,outside,day,,,soft,fuzzy,,multi_color,standing,,,,,,,,,,,,,flower,,,
2009_022635,normal,natural,uniform,natural,sharp,sharp,far,side,multiple,full,diffuse,vacant,trees,yes,gray,different,water,,wilderness,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_022649,normal,artificial,shadows,artificial,sharp,sharp,middle,back,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,,,,,,,,,,,,,,,,,
2009_022651,normal,natural,uniform,artificial,sharp,fuzzy,close,front,single,partial,diffuse,busy,grass,no,none,different,road,,forest,neutral,outside,day,,has_legs,hard,smooth,,multi_color,driving,leisure,,,,,,,,,,,,,,,
2009_022727,overexposed,natural,uniform,natural,sharp,sharp,far,side,multiple,partial,diffuse,busy,trees,yes,cloudy,similar,water,rural,forest,neutral,outside,day,clear,,hard,smooth,,single_color,anchored,,old,,,,,ferry,,,,,,,,,
2009_022732,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,,soft,smooth,,single_color,eating,,,child,,,,,,,,,,,,,neutral
2009_022928,normal,natural,uniform,artificial,sharp,sharp,far,side,multiple,full,diffuse,busy,grass,no,none,different,natural,single_building,,neutral,outside,day,,,soft,fuzzy,,single_color,standing,,,,,,,,,,,,,decorative,,,
2009_023003,normal,artificial,uniform,artificial,fuzzy,fuzzy,far,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,,,,,,,,,,,,,,,
2009_023043,normal,natural,uniform,natural,sharp,sharp,close,side,multiple,full,diffuse,vacant,,yes,blue,different,water,,,neutral,outside,evening,clear,,hard,smooth,,single_color,sailing,,,,,,,cruise,,,,,,,,,
2009_023059,normal,natural,uniform,natural,sharp,fuzzy,detail,side,multiple,partial,diffuse,vacant,grass,no,none,different,natural,rural,fields,neutral,outside,day,,,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_023063,normal,natural,uniform,natural,sharp,fuzzy,far,side,multiple,full,diffuse,vacant,grass,no,none,different,natural,,forest,neutral,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,,,,,,,,,,,,,,
2009_023065,underexposed,natural,shadows,natural,sharp,sharp,close,front,single,full,point,vacant,bushes,no,dark,different,road,,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_hair,multi_color,driving,leisure,,old,,,,,,,,,,,,,
2009_023071,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,busy,,no,none,similar,,,,neutral,inside,,,,soft,smooth,,multi_color,standing,,,,,,,,,,,armchair,,,,,
2009_023123,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2009_023269,underexposed,natural,shadows,natural,sharp,sharp,detail,front,single,full,diffuse,vacant,,no,blue,different,natural,,,neutral,inside,day,,,hard,smooth,,multi_color,,,new,,,,,,beer,,,,,,,,
2009_023311,normal,natural,uniform,artificial,sharp,fuzzy,close,side,multiple,full,diffuse,vacant,buildings,no,gray,different,train_tracks,urban,,neutral,outside,,fog_dust,,hard,smooth,,multi_color,driving,,contemporary,,,,,,,,,,,,diesel,,
2009_023323,normal,natural,shadows,artificial,fuzzy,fuzzy,close,back,single,full,diffuse,vacant,,no,none,different,,rural,,neutral,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,,,,,,,,,,,,,,neutral
2009_023387,normal,artificial,shadows,artificial,sharp,sharp,middle,side,multiple,partial,point,busy,,no,none,similar,,,,neutral,inside,,,,hard,smooth,,single_color,parked,,new,,,,,,,,sports,,,,,,
2009_023481,normal,natural,shadows,natural,sharp,sharp,close,back,multiple,partial,point,busy,trees,no,blue,similar,natural,,forest,neutral,outside,evening,clear,,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2009_023494,normal,artificial,shadows,artificial,sharp,sharp,close,front,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2009_023504,normal,natural,uniform,artificial,sharp,sharp,middle,side,multiple,full,diffuse,vacant,buildings,yes,cloudy,similar,water,urban,,neutral,outside,,clear,has_floats,hard,smooth,,single_color,anchored,,contemporary,,,,,cruise,,,,,,,,,
2009_023507,normal,natural,uniform,artificial,sharp,sharp,very_far,front,multiple,full,point,vacant,trees,no,sunny,different,,rural,,neutral,outside,day,clear,,hard,fuzzy,,multi_color,standing,,,,,,,,,,,,,decorative,,,
2009_023551,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,none,similar,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,old,,,,,,,,,,,,,old,
2009_023564,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,point,vacant,,no,none,similar,,,,neutral,inside,,,,soft,sharp,,single_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2009_023569,normal,natural,uniform,natural,sharp,fuzzy,close,front,multiple,full,diffuse,vacant,trees,no,cloudy,different,road,,,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,spotted,standing,,,,,,,,,,,,,,,,
2009_023576,normal,natural,shadows,artificial,sharp,sharp,close,side,single,full,point,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,smooth,has_hair,multi_color,standing,,,old,,,,,,,,,,,,,
2009_023607,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2009_023666,normal,natural,uniform,natural,sharp,sharp,close,front,multiple,full,diffuse,vacant,grass,yes,none,different,natural,rural,fields,neutral,outside,day,,has_legs,soft,fuzzy,has_fur,single_color,standing,,,,,,,,,,,,,,,,
2009_023703,normal,natural,uniform,artificial,sharp,sharp,close,side,multiple,partial,diffuse,vacant,buildings,no,sunny,different,,urban,,neutral,outside,day,clear,,hard,smooth,,multi_color,parked,,contemporary,,,,,,,long_trip,,,,,,,
2009_023849,normal,artificial,shadows,artificial,sharp,sharp,detail,front,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2009_023895,normal,natural,uniform,artificial,sharp,sharp,close,front,multiple,full,point,vacant,,no,none,different,,,,neutral,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,flat,
2009_023991,normal,natural,uniform,natural,sharp,sharp,close,side,single,partial,diffuse,busy,grass,no,none,different,natural,,,neutral,outside,day,,has_legs,hard,smooth,has_hair,multi_color,eating,,,child,,,,,,,,,,,,,
2009_024043,normal,natural,shadows,artificial,sharp,fuzzy,close,side,single,full,diffuse,vacant,grass,no,none,similar,road,,,neutral,outside,day,,has_legs,hard,smooth,,multi_color,driving,sport,,,,,,,,,,,,,,,
2009_024072,normal,natural,shadows,artificial,sharp,sharp,detail,front,single,partial,point,busy,,no,cloudy,similar,road,,,neutral,outside,day,clear,,soft,smooth,has_hair,multi_color,driving,work,,middle,,,,,,,,,,,,,
2009_024099,normal,artificial,uniform,artificial,sharp,fuzzy,close,side,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,soft,fuzzy,,single_color,standing,,,,,,,,,,,,,,,,
2009_024140,normal,artificial,uniform,artificial,sharp,sharp,middle,front,multiple,partial,diffuse,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2009_024455,normal,artificial,shadows,artificial,sharp,fuzzy,middle,side,multiple,partial,point,busy,bushes,no,dark,different,road,urban,,neutral,outside,night,clear,has_wheels,hard,smooth,,single_color,driving,,contemporary,,,,,,,,sedan,,,,,,
2009_024497,normal,natural,uniform,natural,sharp,sharp,detail,side,multiple,partial,diffuse,busy,trees,no,cloudy,different,natural,,fields,cold,outside,day,clear,,soft,fuzzy,has_fur,single_color,,,,,,,,,,,,,,,,,
2009_024507,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,none,different,road,urban,,neutral,outside,day,,has_legs,soft,fuzzy,,multi_color,standing,leisure,,,,,,,,,,,,,,,
2009_024568,normal,natural,shadows,artificial,sharp,sharp,close,side,multiple,partial,diffuse,busy,grass,no,none,different,road,,,neutral,outside,day,,has_wings,soft,fuzzy,has_feathers,multi_color,flying,,,,,,wild,,,,,,,,,,
2009_024579,normal,natural,uniform,artificial,sharp,sharp,detail,front,multiple,full,diffuse,vacant,,no,none,different,,,,neutral,,,,,hard,smooth,,single_color,standing,,contemporary,,,,,,liquor,,,,,,,,
2009_024590,underexposed,artificial,shadows,artificial,sharp,fuzzy,middle,front,multiple,partial,point,vacant,buildings,no,none,different,,urban,,neutral,inside,night,,has_wheels,hard,smooth,,single_color,parked,,old,,,,,,,tour,,,,,,,
2009_024635,normal,natural,uniform,natural,sharp,sharp,middle,side,multiple,full,diffuse,vacant,,yes,blue,different,water,,,neutral,outside,day,clear,,hard,sharp,,multi_color,sailing,,contemporary,,,,,small,,,,,,,,,
2009_024687,normal,artificial,shadows,artificial,sharp,sharp,middle,side,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,smooth,,single_color,standing,,old,,,,,,,,,armchair,,,,,
2009_024732,normal,natural,shadows,artificial,sharp,sharp,close,front,multiple,partial,point,busy,trees,no,none,similar,natural,,forest,neutral,outside,day,,,hard,smooth,,multi_color,parked,,new,,,,,,,long_trip,,,,,,,
2009_024738,normal,natural,uniform,artificial,sharp,fuzzy,close,side,single,full,diffuse,busy,grass,no,none,similar,road,,,neutral,outside,day,clear,,hard,smooth,,multi_color,driving,sport,,,,,,,,,,,,,,,
2009_024748,normal,artificial,shadows,artificial,sharp,sharp,far,side,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,parked,,new,,,,,,,,sedan,,,,,,
2009_024789,normal,natural,shadows,artificial,sharp,sharp,middle,front,multiple,partial,point,busy,trees,no,gray,different,road,,,neutral,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,historical,,,,,,,school,,,,,,,
2009_024801,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,partial,diffuse,busy,,no,none,different,road,,,neutral,outside,evening,,,hard,smooth,,multi_color,driving,sport,,,,,,,,,,,,,,,
2009_024848,normal,natural,shadows,artificial,sharp,sharp,close,front,single,partial,diffuse,busy,,yes,cloudy,different,water,single_building,,neutral,outside,day,clear,,soft,smooth,,multi_color,standing,leisure,,middle,,,,,,,,,,,,,neutral
2009_024859,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,point,busy,,no,none,different,,,,neutral,inside,,,,soft,fuzzy,has_hair,multi_color,eating,leisure,,child,,,,,,,,,,,,,
2009_024882,normal,natural,uniform,artificial,sharp,fuzzy,detail,side,multiple,partial,diffuse,busy,buildings,no,none,similar,,,,neutral,outside,,,has_wheels,hard,smooth,,multi_color,parked,,new,,,sports,,,,,,,,,,,
2009_024969,normal,artificial,uniform,artificial,sharp,sharp,close,side,multiple,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,has_wings,hard,smooth,,multi_color,parked,,historical,,personal,,,,,,,,,,,,
2009_024987,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,,no,blue,different,,,,neutral,outside,day,clear,,hard,smooth,,multi_color,flying,sport,,,,,,,,,,,,,,,
2009_024993,normal,artificial,uniform,artificial,sharp,sharp,detail,side,single,partial,point,vacant,,no,none,similar,,,,neutral,inside,,,,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,tv,
2009_024994,underexposed,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,none,different,,,,neutral,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,,,,,,,,,,,,,,,,
2009_025038,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,diffuse,vacant,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,wine,,,,,,,,
2009_025078,normal,natural,uniform,artificial,sharp,fuzzy,close,side,single,partial,diffuse,busy,grass,no,none,different,road,,,neutral,outside,day,,has_legs,hard,smooth,,multi_color,driving,sport,,,,,,,,,,,sports,,,,
2009_025087,normal,natural,uniform,artificial,fuzzy,sharp,close,back,single,full,diffuse,vacant,trees,no,none,different,road,,,neutral,outside,day,clear,has_legs,hard,smooth,,multi_color,driving,sport,,middle,,,,,,,,,,,,,
2009_025217,overexposed,natural,uniform,artificial,fuzzy,fuzzy,close,front,single,partial,diffuse,busy,grass,no,none,different,,single_building,,neutral,outside,day,,has_legs,soft,fuzzy,,multi_color,riding,leisure,,,,,,,,,,,,,,,
2009_025231,overexposed,natural,uniform,artificial,sharp,sharp,very_far,side,multiple,partial,point,busy,buildings,no,cloudy,different,road,urban,,neutral,outside,day,,has_wheels,hard,smooth,,multi_color,driving,,contemporary,,,,,,,tour,,,,,,,
2009_025302,overexposed,natural,uniform,artificial,fuzzy,fuzzy,detail,front,multiple,full,diffuse,busy,,no,none,different,,,,neutral,outside,day,,,hard,smooth,,single_color,standing,,,,,,,,chemical,,,,,,,,
2009_030096,normal,artificial,uniform,artificial,sharp,sharp,very_far,side,single,partial,diffuse,busy,,no,none,different,,,,neutral,inside,day,,has_legs,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,armchair,,,,,
2009_030121,normal,artificial,uniform,artificial,sharp,sharp,close,front,multiple,partial,point,busy,,no,none,different,,,,neutral,inside,,,,hard,smooth,,multi_color,laying,,contemporary,,,,,,wine,,,,,,,,
2009_030219,overexposed,natural,uniform,artificial,sharp,sharp,close,front,multiple,partial,diffuse,busy,buildings,no,none,similar,,rural,fields,neutral,inside,day,clear,,soft,smooth,,single_color,standing,,,middle,,,,,,,,,,,,,
2009_030309,normal,artificial,shadows,artificial,sharp,sharp,detail,side,multiple,partial,point,busy,buildings,no,none,different,,single_building,,neutral,outside,night,,,soft,smooth,,multi_color,standing,,,,,,,,,,,,,,,,
2009_030335,normal,natural,uniform,natural,sharp,sharp,far,side,multiple,partial,diffuse,vacant,,no,gray,different,road,urban,,neutral,outside,evening,clear,has_wheels,hard,smooth,,multi_color,parked,,historical,,,,,,,tour,,,,,,,
2009_030412,normal,natural,uniform,natural,sharp,fuzzy,close,side,multiple,partial,diffuse,busy,grass,no,gray,similar,natural,rural,fields,neutral,outside,day,clear,has_legs,soft,smooth,has_fur,single_color,walking,,,young,,,,,,,,,,,,,
